"Horodateur","Acceptez-vous que vos réponses soient utilisées dans le cadre d'un exercice strictement scolaire ? Nous précisons que ce questionnaire est anonyme.","Combien de fois avez-vous contracté le Covid-19 ?","Combien de doses de vaccin au Covid-19 avez vous reçues ? ","Vous connaissez ou avez connu :","Pour ma part :","Quel est votre positionnement par rapport au port obligatoire du masque dans les lieux publics ?","Quels sont les arguments qui vous font pencher plutôt pour le port du masque ?","Quels sont les arguments qui vous font pencher plutôt contre le port du masque ?","Votre entourage est majoritairement :","Quel est votre positionnement par rapport à l'usage actuel des vaccins contre le Covid ?","Quels sont les arguments qui vous font pencher plutôt pour la vaccination au Covid-19 ?","Quels sont les arguments qui vous font pencher plutôt contre la vaccination au Covid-19 ?","Votre entourage est majoritairement :","Quel est votre positionnement par rapport aux décisions gouvernementales prises depuis le début de la pandémie concernant le pass vaccinal ?","Quels sont les arguments qui vous font pencher plutôt pour le pass vaccinal ?","Quels sont les arguments qui vous font pencher plutôt contre le pass vaccinal ?","Votre entourage est majoritairement :","Quel est votre genre ?","Quelle est votre tranche d'âge ?","Quelle est votre catégorie socio-professionnelle ?","Quelle est la population de votre ville de résidence ?","Quel est votre positionnement politique ? (Optionnel)","Vous vous considérez comme :","Votre entourage est majoritairement :"
"2022/03/07 8:48:56 AM UTC+1","Oui","1","2","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve plutôt cette obligation","Je pense que le port du masque protège mes proches","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.)","Neutre par rapport à l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Je pense que nous n'avons pas assez de recul par rapport aux vaccins à ARN messager","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement","Le pass vaccinal m'empêche personnellement de faire ce que je souhaite au quotidien","Neutre par rapport au pass vaccinal","Femme","46-55 ans","Employés","Moins de 10 000 habitants","","Neutre","Neutre"
"2022/03/07 9:53:01 AM UTC+1","Oui","1","2","Un proche ayant contracté une forme grave de Covid-19;Un proche ayant eu une réaction violente au vaccin (problèmes cardiaques, réaction allergique...);Le décès d'un proche dû au Covid-19","Je n'ai eu aucune des deux","J'approuve plutôt cette obligation","Je pense que le port du masque protège mes proches","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.);Je pense que le masque peut causer des problèmes de santé (acné, problèmes respiratoires, etc.)","D'accord avec l'obligation de port du masque dans les lieux publics","Je n'approuve que partiellement leur usage","Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables","D'accord avec l'usage actuel des vaccins","Je n'approuve que partiellement ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement","Je pense que le gouvernement n'a pas à décider de ce qui est bon ou non pour nous","D'accord avec le pass vaccinal","Femme","26-35 ans","Employés","Moins de 100 000 habitants","6","Neutre","Neutre"
"2022/03/07 9:55:56 AM UTC+1","Oui","0","3","Un proche ayant contracté une forme grave de Covid-19","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je fais confiance à cette mesure du gouvernement pour son intérêt dans la gestion de la pandémie","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.)","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que notre connaissance en vaccins à ARN messager est suffisante pour les utiliser à grande échelle;Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective;Je fais confiance au gouvernement sur les bienfaits de cette mesure","Aucun de ces arguments","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Aucun de ces arguments","D'accord avec le pass vaccinal","Femme","56-65 ans","Employés","Moins de 10 000 habitants","6","Neutre","Neutre"
"2022/03/07 10:06:15 AM UTC+1","Oui","2","1","Je ne connais aucun de ces cas","J'ai contracté une forme grave de Covid-19 suite à une infection;J'ai eu une réaction violente au vaccin (problèmes cardiaques, réaction allergique...)","Je désapprouve totalement cette obligation","Aucun de ces arguments;A part les FFP2, aucun masque ne protège correctement des contaminations virales. C'est indiqué sur les emballages.","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.);Je pense que le masque est inutile pour freiner la propagation du virus;Je pense que le masque peut causer des problèmes de santé (acné, problèmes respiratoires, etc.);Je pense que le port du masque ne protège pas mes proches;A part les FFP2, aucun masque ne protège correctement des contaminations virales. C'est indiqué sur les emballages.","Pas d'accord avec l'obligation de port du masque dans les lieux publics","Je désapprouve totalement leur usage","Aucun de ces arguments","Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables;Je pense que nous n'avons pas assez de recul par rapport aux vaccins à ARN messager;Je pense que le vaccin n'a pas d'impact positif concret dans le cadre de l'immunité collective;Je pense que le vaccin obligatoire pour tous est une atteinte à la liberté personnelle","Pas d'accord avec l'usage actuel des vaccins","Je désapprouve totalement ces décisions","Pass vaccinal et Pass sanitaire sont deux dispositifs différents, mais tous les deux discriminants.","Je pense que le pass vaccinal est une atteinte à ma liberté personnelle fondamentale;Je pense que le pass vaccinal est une atteinte à la liberté des Français;Je pense que le gouvernement n'a pas à décider de ce qui est bon ou non pour nous;Je ne fais pas confiance aux vaccins contre le Covid-19;Infraction aux lois de notre pays, en particulier par la discrimination selon un état de santé (code pénal).","Pas d'accord avec le pass vaccinal","Homme","56-65 ans","Cadres supérieurs, Professions intellectuelles supérieures","Moins de 100 000 habitants","1","Je ne suis pas anti vaccins : je suis vacciné pour à peu près tout. Je suis contre ce dispositif thérapeutique à ARN, qui n'est pas un vaccin (dixit Delfraissy lui-même).","Plutôt comme moi"
"2022/03/07 10:10:14 AM UTC+1","Oui","1","3","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve plutôt cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.);Je pense que le masque peut causer des problèmes de santé (acné, problèmes respiratoires, etc.)","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que le vaccin est et restera suffisamment inoffensif pour la santé;Je pense que le vaccin obligatoire pour tous n'empiète pas ou peu sur mes libertés personnelles","Aucun de ces arguments","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Aucun de ces arguments","D'accord avec le pass vaccinal","Homme","18-25 ans","Etudiants","Moins de 1 000 000 habitants","3","Neutre","Neutre"
"2022/03/07 10:28:21 AM UTC+1","Oui","1","2","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","Je n'approuve que partiellement cette obligation","Je pense que le masque est inoffensif pour la santé;Je tolère le port du masque au quotidien (ne me gène pas trop sur le visage...)","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.);Je pense que le masque est inutile pour freiner la propagation du virus","Neutre par rapport à l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que le vaccin est et restera suffisamment inoffensif pour la santé","Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables;Je pense que le vaccin n'a pas d'impact positif concret pour ma protection personnelle face au Covid;Je pense que le vaccin n'a pas d'impact positif concret dans le cadre de l'immunité collective","Pas d'accord avec l'usage actuel des vaccins","Je désapprouve totalement ces décisions","","Je pense que le pass vaccinal est une atteinte à ma liberté personnelle fondamentale;Je pense que le pass vaccinal est une atteinte à la liberté des Français;Je pense que le gouvernement n'a pas à décider de ce qui est bon ou non pour nous","Pas d'accord avec le pass vaccinal","Femme","18-25 ans","Etudiants","Moins de 100 000 habitants","","",""
"2022/03/07 1:25:02 PM UTC+1","Oui","2","0","Un proche ayant eu une réaction violente au vaccin (problèmes cardiaques, réaction allergique...)","Je n'ai eu aucune des deux","Je n'approuve que partiellement cette obligation","Je tolère le port du masque au quotidien (ne me gène pas trop sur le visage...);Aucun de ces arguments","Je pense que le masque est inutile pour freiner la propagation du virus;Je pense que le port obligatoire du masque est une attente à nos libertés;Je pense que le masque peut causer des problèmes de santé (acné, problèmes respiratoires, etc.)","Pas d'accord avec l'obligation de port du masque dans les lieux publics","Je désapprouve totalement leur usage","Aucun de ces arguments","Pour des raisons personnelles médicales (allergies, faiblesses immunitaires, etc.);Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables;Je pense que le vaccin n'a pas d'impact positif concret pour ma protection personnelle face au Covid;Je pense que le vaccin n'aura pas d'impact positif concret sur la sécurité de mes proches;Je pense que le vaccin n'a pas d'impact positif concret dans le cadre de l'immunité collective;Je pense que le vaccin obligatoire pour tous est une atteinte à la liberté personnelle","Pas d'accord avec l'usage actuel des vaccins","Je n'approuve plutôt pas ces décisions","","Le pass vaccinal m'empêche personnellement de faire ce que je souhaite au quotidien;Je pense que le pass vaccinal est une atteinte à ma liberté personnelle fondamentale;Je pense que le pass vaccinal est une atteinte à la liberté des Français;Je pense que le gouvernement n'a pas à décider de ce qui est bon ou non pour nous;Je ne fais pas confiance aux vaccins contre le Covid-19","Pas d'accord avec le pass vaccinal","Homme","46-55 ans","Employés","Moins de 10 000 habitants","","Neutre","Neutre"
"2022/03/07 2:57:52 PM UTC+1","Oui","0","3","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je fais confiance à cette mesure du gouvernement pour son intérêt dans la gestion de la pandémie;Je pense que le masque est inoffensif pour la santé","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.)","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve totalement leur usage","Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Aucun de ces arguments","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Aucun de ces arguments","D'accord avec le pass vaccinal","Homme","46-55 ans","Cadres supérieurs, Professions intellectuelles supérieures","Moins de 100 000 habitants","3","Neutre","Neutre"
"2022/03/07 3:23:35 PM UTC+1","Oui","0","3","Un proche ayant eu une réaction violente au vaccin (problèmes cardiaques, réaction allergique...)","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.);Je pense que le masque peut causer des problèmes de santé (acné, problèmes respiratoires, etc.)","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que les vaccins ont été développés en suffisamment de temps pour être fiables;Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Je pense que le vaccin obligatoire pour tous est une atteinte à la liberté personnelle","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Je pense que le pass vaccinal est une atteinte à ma liberté personnelle fondamentale;Je pense que le pass vaccinal est une atteinte à la liberté des Français","D'accord avec le pass vaccinal","Femme","18-25 ans","Etudiants","Moins de 10 000 habitants","","Neutre","Neutre"
"2022/03/07 4:09:49 PM UTC+1","Oui","0","3","Un proche ayant contracté une forme grave de Covid-19;Un proche ayant eu une réaction violente au vaccin (problèmes cardiaques, réaction allergique...);Le décès d'un proche dû au Covid-19","Je n'ai eu aucune des deux","Je n'approuve que partiellement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le masque est inoffensif pour la santé","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.);C'est chiant","Neutre par rapport à l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables;Je pense que le vaccin n'a pas d'impact positif concret pour ma protection personnelle face au Covid","Je pense que le vaccin favorise la sécurité de la population plus âgée en dépit de celle des jeunes car il existe quand même des cas de personnes ayant eu de violents effets secondaires au vaccin. ","Je n'approuve que partiellement ces décisions","Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Je pense que le pass vaccinal est une atteinte à ma liberté personnelle fondamentale","Neutre par rapport au pass vaccinal","Homme","18-25 ans","Employés","Moins de 1 000 000 habitants","5","Neutre","Neutre"
"2022/03/07 4:25:09 PM UTC+1","Oui","2","1","Un proche ayant contracté une forme grave de Covid-19","Je n'ai eu aucune des deux","Je n'approuve que partiellement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je tolère le port du masque au quotidien (ne me gène pas trop sur le visage...)","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.);Je pense que le masque est inutile pour freiner la propagation du virus;Je pense que le port du masque ne protège pas mes proches","Neutre par rapport à l'obligation de port du masque dans les lieux publics","Je désapprouve plutôt leur usage","Je pense que notre connaissance en vaccins à ARN messager est suffisante pour les utiliser à grande échelle;Je pense que le vaccin obligatoire pour tous n'empiète pas ou peu sur mes libertés personnelles","Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables;Je pense que le vaccin n'a pas d'impact positif concret pour ma protection personnelle face au Covid;Je pense que le vaccin n'a pas d'impact positif concret dans le cadre de l'immunité collective","Neutre par rapport à l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Le pass vaccinal m'empêche personnellement de faire ce que je souhaite au quotidien;Je pense que le pass vaccinal est une atteinte à la liberté des Français","Pas d'accord avec le pass vaccinal","Femme","18-25 ans","Etudiants","Moins de 10 000 habitants","2","Neutre","Neutre"
"2022/03/07 4:56:55 PM UTC+1","Oui","1","2","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je pense que le masque est inoffensif pour la santé;Je tolère le port du masque au quotidien (ne me gène pas trop sur le visage...)","Complexe avec des lunettes","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Pour des raisons personnelles médicales (allergies, faiblesses immunitaires, etc.);Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables;Je pense que le vaccin obligatoire pour tous est une atteinte à la liberté personnelle","Neutre par rapport à l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement","Le pass vaccinal m'empêche personnellement de faire ce que je souhaite au quotidien","Neutre par rapport au pass vaccinal","Homme","18-25 ans","Etudiants","Moins de 10 000 habitants","","Neutre","""Pro-vax"""
"2022/03/07 5:05:51 PM UTC+1","Oui","0","3","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve plutôt cette obligation","Je pense que le masque est utile pour freiner la propagation du virus","dégrade les relations humaines - distance/""anonymat""","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","compte tenu du peu de recul j'aurais souhaité qu'il ne soit pas imposé aux moins de 30 ans","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","réticence pour l'administration aux plus jeunes","D'accord avec le pass vaccinal","Femme","46-55 ans","Cadres supérieurs, Professions intellectuelles supérieures","Moins de 10 000 habitants","","question manque de nuance - ni l'un ni l'autre",""
"2022/03/07 5:15:08 PM UTC+1","Oui","0","3","Un proche ayant contracté une forme grave de Covid-19","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je fais confiance à cette mesure du gouvernement pour son intérêt dans la gestion de la pandémie;Je pense que le masque est inoffensif pour la santé;Je tolère le port du masque au quotidien (ne me gène pas trop sur le visage...)","","Neutre par rapport à l'obligation de port du masque dans les lieux publics","Je n'approuve que partiellement leur usage","Je pense que le vaccin est et restera suffisamment inoffensif pour la santé;Je pense que les vaccins ont été développés en suffisamment de temps pour être fiables;Je pense que notre connaissance en vaccins à ARN messager est suffisante pour les utiliser à grande échelle;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective;Je pense que le vaccin obligatoire pour tous n'empiète pas ou peu sur mes libertés personnelles","Aucun de ces arguments","D'accord avec l'usage actuel des vaccins","Je n'approuve que partiellement ces décisions","","","Neutre par rapport au pass vaccinal","Homme","18-25 ans","Cadres supérieurs, Professions intellectuelles supérieures","Moins de 10 000 habitants","","""Pro-vax""","""Pro-vax"""
"2022/03/07 5:32:14 PM UTC+1","Oui","1","3","Un proche ayant contracté une forme grave de Covid-19","Je n'ai eu aucune des deux","J'approuve plutôt cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je fais confiance à cette mesure du gouvernement pour son intérêt dans la gestion de la pandémie;Je pense que le masque est inoffensif pour la santé","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.)","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve totalement leur usage","Je pense que le vaccin est et restera suffisamment inoffensif pour la santé;Je pense que notre connaissance en vaccins à ARN messager est suffisante pour les utiliser à grande échelle;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective;Je pense que le vaccin obligatoire pour tous n'empiète pas ou peu sur mes libertés personnelles;Je fais confiance au gouvernement sur les bienfaits de cette mesure","Je pense que le vaccin n'a pas d'impact positif concret pour ma protection personnelle face au Covid","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements;Je fais confiance au gouvernement sur la pertinence du pass vaccinal","","D'accord avec le pass vaccinal","Femme","18-25 ans","Etudiants","Moins de 100 000 habitants","4","""Pro-vax""","""Pro-vax"""
"2022/03/07 7:15:28 PM UTC+1","Oui","0","3","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve plutôt cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je pense que le masque est inoffensif pour la santé","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.)","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve totalement leur usage","Je pense que le vaccin est et restera suffisamment inoffensif pour la santé;Je pense que les vaccins ont été développés en suffisamment de temps pour être fiables;Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective;Je pense que le vaccin obligatoire pour tous n'empiète pas ou peu sur mes libertés personnelles","Pour des raisons personnelles médicales (allergies, faiblesses immunitaires, etc.)","D'accord avec l'usage actuel des vaccins","Je n'approuve que partiellement ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Le cote un peu surveillance que ca engendre (normalement ya que quelques personnes autorisées qui peuvent le scanner mais les gens semble l avoir oublié)","Neutre par rapport au pass vaccinal","Femme","18-25 ans","Etudiants","Moins de 10 000 habitants","3","""Pro-vax""","""Pro-vax"""
"2022/03/07 10:24:15 PM UTC+1","Oui","1","2","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","Je n'approuve que partiellement cette obligation","Je pense que le port du masque n'est utile qu'à l'intérieur.","Je suis contre le port du masque à l’extérieur.","Neutre par rapport à l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Aucun de ces arguments","Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables;Je pense que nous n'avons pas assez de recul par rapport aux vaccins à ARN messager","Neutre par rapport à l'usage actuel des vaccins","Je n'approuve que partiellement ces décisions","","Le pass vaccinal m'empêche personnellement de faire ce que je souhaite au quotidien;Je pense que le pass vaccinal est une atteinte à la liberté des Français;Je pense que le gouvernement n'a pas à décider de ce qui est bon ou non pour nous;Je ne fais pas confiance aux vaccins contre le Covid-19","Neutre par rapport au pass vaccinal","Homme","36-45 ans","Fonctionnaire","Moins de 10 000 habitants","8","Neutre","Neutre"
"2022/03/08 2:29:14 AM UTC+1","Oui","1","2","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","Je n'approuve que partiellement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.);Je pense que le masque peut causer des problèmes de santé (acné, problèmes respiratoires, etc.)","Neutre par rapport à l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Pour des raisons personnelles médicales (allergies, faiblesses immunitaires, etc.);Je pense que les vaccins ont été développés en trop peu de temps pour qu'ils soient fiables","D'accord avec l'usage actuel des vaccins","Je n'approuve que partiellement ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Je pense que le pass vaccinal est une atteinte à ma liberté personnelle fondamentale","Neutre par rapport au pass vaccinal","Femme","18-25 ans","Etudiants","Moins de 100 000 habitants","","Neutre","Neutre"
"2022/03/08 7:56:29 AM UTC+1","Oui","0","3","Un proche ayant contracté une forme grave de Covid-19","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.)","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que les vaccins ont été développés en suffisamment de temps pour être fiables;Je pense que notre connaissance en vaccins à ARN messager est suffisante pour les utiliser à grande échelle;Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Pour des raisons personnelles médicales (allergies, faiblesses immunitaires, etc.)","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement","Aucun de ces arguments","D'accord avec le pass vaccinal","Femme","18-25 ans","Etudiants","Moins de 10 000 habitants","8","Neutre","Neutre"
"2022/03/08 8:07:17 AM UTC+1","Oui","0","3","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je pense que le masque est inoffensif pour la santé","Le masque me gêne physiquement au quotidien (gratte, empêche de bien parler/respirer, etc.)","Neutre par rapport à l'obligation de port du masque dans les lieux publics","J'approuve totalement leur usage","Je pense que le vaccin est et restera suffisamment inoffensif pour la santé;Je pense que les vaccins ont été développés en suffisamment de temps pour être fiables;Je pense que notre connaissance en vaccins à ARN messager est suffisante pour les utiliser à grande échelle;Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective","Aucun de ces arguments","D'accord avec l'usage actuel des vaccins","Je n'approuve que partiellement ces décisions","Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Je pense que le pass vaccinal est une atteinte à la liberté des Français","Neutre par rapport au pass vaccinal","Femme","18-25 ans","Etudiants","Moins de 10 000 habitants","2","""Pro-vax""","Neutre"
"2022/03/08 8:39:30 AM UTC+1","Oui","0","3","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve plutôt cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je tolère le port du masque au quotidien (ne me gène pas trop sur le visage...)","","D'accord avec l'obligation de port du masque dans les lieux publics","Je n'approuve que partiellement leur usage","Je pense que le vaccin est et restera suffisamment inoffensif pour la santé;Je pense que les vaccins ont été développés en suffisamment de temps pour être fiables;Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective;Je pense que le vaccin obligatoire pour tous n'empiète pas ou peu sur mes libertés personnelles","Aucun de ces arguments","D'accord avec l'usage actuel des vaccins","J'approuve plutôt ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","","D'accord avec le pass vaccinal","Homme","18-25 ans","Etudiants","Moins de 100 000 habitants","","Neutre","""Pro-vax"""
"2022/03/08 9:36:49 AM UTC+1","Oui","1","2","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le masque est inoffensif pour la santé;Je tolère le port du masque au quotidien (ne me gène pas trop sur le visage...)","La peau est abimé lors du port trés prolongé du masque en été surtout","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que le vaccin est et restera suffisamment inoffensif pour la santé;Je pense que notre connaissance en vaccins à ARN messager est suffisante pour les utiliser à grande échelle;Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid;Je pense le vaccin a un impact positif concret dans le cadre de l'immunité collective;Je pense que le vaccin obligatoire pour tous n'empiète pas ou peu sur mes libertés personnelles","Aucun de ces arguments","D'accord avec l'usage actuel des vaccins","Je n'approuve que partiellement ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement;Je pense que le pass sanitaire permet d'éviter des couvre-feux ou confinements","Je pense que le pass est utile dans le fond mais mal éxécutée dans sa forme (délai pour se faire vacciner, comdanation des gens non vaccinés plutot que de priviligiés l'éducation)","Neutre par rapport au pass vaccinal","Homme","18-25 ans","Alternant (Cadres supérieurs)","Moins de 100 000 habitants","5","Je pense qu'il faut arrêté avec les clivage et partagé en arrétant de classé et en chaque partie qui ne tolère pas l'autre","""Pro-vax"""
"2022/03/08 10:21:02 AM UTC+1","Oui","0","3","Je ne connais aucun de ces cas","Je n'ai eu aucune des deux","J'approuve totalement cette obligation","Je pense que le masque est utile pour freiner la propagation du virus;Je pense que le port du masque protège mes proches;Je pense que le masque est inoffensif pour la santé","Aucun de ces arguments","D'accord avec l'obligation de port du masque dans les lieux publics","J'approuve plutôt leur usage","Je pense que le vaccin a un impact positif concret pour ma protection personnelle face au Covid","Je pense que nous n'avons pas assez de recul par rapport aux vaccins à ARN messager","D'accord avec l'usage actuel des vaccins","Je n'approuve que partiellement ces décisions","Je tolère l'effet du pass sanitaire sur mes libertés personnelles provisoirement","Aucun de ces arguments","Neutre par rapport au pass vaccinal","Femme","56-65 ans","Cadres supérieurs, Professions intellectuelles supérieures","Moins de 100 000 habitants","","Neutre","Neutre"
